web-scraper-order,web-scraper-start-url,player,season,team,position,games_played,goals,assists,points,plus_minus,pim,points_gp,ppg,ppp,shg,shp,gwg,otg,shots,shot_perc,toi_gp,shifts_gp,fow_perc
"1571430269-7714","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jimmy Thomson","1950-51","TOR","D","69","3","33","36","","76","0.52","0","18","0","0","0","0","","--","","--","--"
"1571430269-10993","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ed Kryzanowski","1951-52","BOS","D","70","5","3","8","","33","0.11","4","4","0","1","2","0","","--","","--","--"
"1571430269-10750","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gerry Odrowski","1967-68","OAK","D","42","4","6","10","0","10","0.24","0","2","2","2","2","0","40","10.0","","--","--"
"1571430269-13004","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Mike Buchanan","1951-52","CHI","D","1","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1571430269-7915","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Don McKenney","1955-56","BOS","C","65","10","24","34","","18","0.52","3","10","0","0","3","0","","--","","--","--"
"1571430269-13542","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dale Rolfe","1959-60","BOS","D","3","0","0","0","-6","0","--","0","0","0","0","0","0","1","0.0","","--","--"
"1571430269-12961","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dick Gamble","1966-67","TOR","L","1","0","0","0","0","0","--","0","0","0","0","0","0","1","0.0","","--","--"
"1571430269-7637","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bert Olmstead","1957-58","MTL","L","57","9","28","37","","69","0.65","3","12","0","0","2","0","","--","","--","--"
"1571430269-13523","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","John Hendrickson","1961-62","DET","D","1","0","0","0","0","2","--","0","0","0","0","0","0","0","0.0","","--","--"
"1571430269-11012","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gord Hannigan","1953-54","TOR","C","35","4","4","8","","18","0.23","2","2","0","0","2","0","","--","","--","--"
"1571430269-8642","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Floyd Smith","1962-63","DET","R","51","9","17","26","3","10","0.51","3","5","0","1","2","0","108","8.3","","--","--"
"1571430269-11160","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jean-Paul Lamirande","1949-50","NYR","L","16","4","3","7","","6","0.44","0","0","0","0","0","0","","--","","--","--"
"1571430269-12588","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Moe Morris","1948-49","NYR","D","18","0","1","1","","6","0.06","0","0","0","0","0","0","","--","","--","--"
"1571430269-12764","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dick Meissner","1964-65","NYR","R","1","0","0","0","0","0","--","0","0","0","0","0","0","2","0.0","","--","--"
"1571430269-11647","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bill Ezinicki","1954-55","NYR","R","16","2","2","4","","22","0.25","0","1","0","0","0","0","","--","","--","--"
"1571430269-9727","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dave Creighton","1954-55","TOR, CHI","C","63","9","8","17","","14","0.27","1","3","0","0","3","0","","--","","--","--"
"1571430269-13375","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Hugh Bolton","1953-54","TOR","D","9","0","0","0","","10","--","0","0","0","0","0","0","","--","","--","--"
"1571430269-11747","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bob Fillion","1949-50","MTL","L","57","1","3","4","","8","0.07","1","2","0","0","0","0","","--","","--","--"
"1571430269-9958","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bart Crashley","1967-68","DET","D","57","2","14","16","5","18","0.28","0","1","0","0","0","0","85","2.4","","--","--"
"1571430269-7166","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ron Ellis","1965-66","TOR","R","70","19","23","42","-2","24","0.60","3","10","0","0","1","0","146","13.0","","--","--"
"1571430269-10751","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gerry Odrowski","1967-68","OAK","D","42","4","6","10","0","10","0.24","0","2","2","2","2","0","40","10.0","","--","--"
"1571430269-10454","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","John Hanna","1959-60","NYR","D","61","4","8","12","-10","87","0.20","0","1","0","0","0","0","73","5.5","","--","--"
"1571430269-7707","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Eric Nesterenko","1967-68","CHI","R","71","11","25","36","1","37","0.51","1","4","2","4","1","0","93","11.8","","--","--"
"1571430269-8431","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Rudy Migay","1955-56","TOR","C","70","12","16","28","","52","0.40","1","4","2","3","1","0","","--","","--","--"
"1571430269-13426","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Al Hamilton","1968-69","NYR","D","16","0","0","0","0","8","--","0","0","0","0","0","0","9","0.0","","--","--"
"1571430269-6026","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bobby Rousseau","1965-66","MTL","R","70","30","48","78","10","20","1.11","10","40","0","0","3","0","256","11.7","","--","--"
"1571430269-13771","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Lulu Denis","1950-51","MTL","R","1","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1571430269-11037","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Parker MacDonald","1966-67","DET","C","16","3","5","8","-7","2","0.50","1","2","0","0","3","0","38","7.9","","--","--"
"1571430269-9403","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","J.C. Tremblay","1964-65","MTL","D","68","3","17","20","5","22","0.29","1","4","0","1","1","0","108","2.8","","--","--"
"1571430269-12144","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ray Ceresino","1948-49","TOR","R","12","1","1","2","","2","0.17","0","0","0","0","1","0","","--","","--","--"
"1571430269-8344","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Val Fonteyne","1968-69","PIT","L","74","12","17","29","-25","2","0.39","0","5","1","4","2","0","109","11.0","","--","--"
"1571430269-12681","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Neil Colville","1944-45","NYR","C","4","0","1","1","","2","0.25","0","1","0","0","0","0","","--","","--","--"
"1571430269-6777","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dickie Moore","1955-56","MTL","L","70","11","38","49","","55","0.70","6","14","0","0","3","0","","--","","--","--"
"1571430269-6695","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Henri Richard","1961-62","MTL","C","53","21","29","50","21","48","0.94","3","7","0","0","5","0","191","11.0","","--","--"
"1571430269-8404","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Andre Pronovost","1957-58","MTL","L","66","16","12","28","","53","0.42","1","1","0","0","4","0","","--","","--","--"
"1571430269-6224","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dennis Hull","1968-69","CHI","L","72","30","34","64","8","25","0.89","3","10","0","0","3","0","233","12.9","","--","--"
"1571430269-7517","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Donnie Marshall","1959-60","MTL","L","70","16","22","38","19","4","0.54","1","5","1","2","2","0","125","12.8","","--","--"
"1571430269-6652","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Henri Richard","1958-59","MTL","C","63","21","30","51","","33","0.81","2","9","0","0","1","0","","--","","--","--"
"1571430269-10435","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dollard St. Laurent","1958-59","CHI","D","70","4","8","12","","28","0.17","2","4","0","0","0","0","","--","","--","--"
"1571430269-8079","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Donnie Marshall","1958-59","MTL","L","70","10","22","32","","12","0.46","3","7","0","2","2","0","","--","","--","--"
"1571430269-13547","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Mike Chernoff","1968-69","MNS","L","1","0","0","0","0","0","--","0","0","0","0","0","0","0","0.0","","--","--"
"1571430269-6818","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","George Armstrong","1955-56","TOR","R","67","16","32","48","","97","0.72","2","13","0","0","3","0","","--","","--","--"
"1571430269-12704","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Joe Papike","1944-45","CHI","R","2","0","1","1","","2","0.50","0","0","0","0","0","0","","--","","--","--"
"1571430269-10207","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Larry Cahan","1968-69","LAK","D","72","3","11","14","-22","76","0.19","0","0","0","0","1","0","129","2.3","","--","--"
"1571430269-9479","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ron Murphy","1956-57","NYR","L","33","7","12","19","","14","0.58","3","6","0","0","0","0","","--","","--","--"
"1571430269-11494","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Orval Tessier","1955-56","BOS","C","23","2","3","5","","6","0.22","1","1","0","0","1","0","","--","","--","--"
"1571430269-13742","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Warren Godfrey","1966-67","DET","D","2","0","0","0","1","0","--","0","0","0","0","0","0","0","0.0","","--","--"
"1571430269-10641","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Wally Stanowski","1944-45","TOR","D","34","2","9","11","","16","0.32","1","1","0","0","0","0","","--","","--","--"
"1571430269-7514","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Claude Provost","1958-59","MTL","R","69","16","22","38","","37","0.55","0","1","1","1","4","0","","--","","--","--"
"1571430269-9815","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jack Evans","1961-62","CHI","D","70","3","14","17","7","80","0.24","0","1","2","3","0","0","59","5.1","","--","--"
"1571430269-8604","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ed Harrison","1949-50","BOS","C","70","14","12","26","","23","0.37","4","5","0","0","4","0","","--","","--","--"
"1571430269-6715","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Metro Prystai","1952-53","DET","C","70","16","34","50","","12","0.71","5","9","0","0","5","0","","--","","--","--"
"1571430269-13304","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","John Hendrickson","1957-58","DET","D","1","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1571430269-6706","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jerry Toppazzini","1961-62","BOS","R","70","19","31","50","-11","26","0.71","6","17","1","4","1","0","166","11.4","","--","--"
"1571430269-7334","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dutch Hiller","1943-44","NYR","L","50","18","22","40","","15","0.80","2","2","0","0","0","0","","--","","--","--"
"1571430269-6333","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Doug Mohns","1966-67","CHI","L","62","25","35","60","33","58","0.97","4","15","2","2","5","0","151","16.6","","--","--"
"1571430269-7011","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Alex Kaleta","1946-47","CHI","L","57","24","20","44","","37","0.77","5","7","1","1","0","0","","--","","--","--"
"1571430269-6132","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Alex Delvecchio","1967-68","DET","C","74","22","48","70","7","14","0.95","3","14","0","1","2","0","212","10.4","","--","--"
"1571430269-10608","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Terry Harper","1967-68","MTL","D","57","3","8","11","21","66","0.19","0","1","0","0","1","0","47","6.4","","--","--"
