web-scraper-order,web-scraper-start-url,name,season,team,position,games_played,goals,assists,points,plus_minus,pim,points_per_gp,ppg,ppp,shg,shp,gwg,otg,shots,shot_perc,toi_gp,shifts_gp,fow_perc
"1571428408-3149","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Stan Brown","1926-27","NYR","D","24","6","3","9","","14","0.38","","","","","2","0","","--","","--","--"
"1571428408-239","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Marty Barry","1935-36","DET","C","48","21","19","40","","16","0.83","6","10","0","0","2","0","","--","","--","--"
"1571428408-2499","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Sylvio Mantha","1934-35","MTL","D","47","3","11","14","","36","0.30","0","0","0","0","2","0","","--","","--","--"
"1571428408-450","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jimmy Herberts","1925-26","BOS","C","36","26","9","35","","53","0.97","","","","","7","0","","--","","--","--"
"1571428408-1584","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gord Pettinger","1937-38","DET, BOS","C","47","8","13","21","","14","0.45","1","1","0","0","1","1","","--","","--","--"
"1571428408-3804","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Art Wiebe","1941-42","CHI","D","44","2","4","6","","20","0.14","0","0","0","0","0","0","","--","","--","--"
"1571428408-3774","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Johnny Matz","1924-25","MTL","C","30","2","4","6","","0","0.20","","","","","2","0","","--","","--","--"
"1571428408-168","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Baldy Northcott","1932-33","MMR","D","48","22","21","43","","30","0.90","","","","","6","2","","--","","--","--"
"1571428408-1078","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Flash Hollett","1934-35","TOR","D","48","10","16","26","","38","0.54","1","2","0","0","1","0","","--","","--","--"
"1571428408-3558","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ty Arbour","1928-29","CHI","L","44","3","4","7","","30","0.16","","","","","1","0","","--","","--","--"
"1571428408-3923","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","George Carey","1921-22","HAM","R","23","3","2","5","","6","0.22","","","","","0","0","","--","","--","--"
"1571428408-1946","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Armand Mondou","1935-36","MTL","L","36","7","11","18","","10","0.50","1","4","0","0","0","0","","--","","--","--"
"1571428408-510","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Busher Jackson","1942-43","BOS","L","44","19","15","34","","38","0.77","1","1","0","0","2","0","","--","","--","--"
"1571428408-895","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dit Clapper","1939-40","BOS","R","44","10","18","28","","25","0.64","1","3","1","1","1","0","","--","","--","--"
"1571428408-5668","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Billy Bell","1918-19","MTL","C","1","0","0","0","","0","--","","","","","0","0","","--","","--","--"
"1571428408-2243","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ott Heller","1937-38","NYR","D","48","2","14","16","","68","0.33","0","1","0","0","0","0","","--","","--","--"
"1571428408-5055","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Pete Kelly","1937-38","DET","R","9","0","1","1","","2","0.11","0","0","0","0","0","0","","--","","--","--"
"1571428408-4560","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bernie Brophy","1929-30","DCG","L","15","2","0","2","","2","0.13","","","","","1","0","","--","","--","--"
"1571428408-2160","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Harry Cameron","1922-23","TSP","D","23","9","7","16","","25","0.70","","","","","3","0","","--","","--","--"
"1571428408-4020","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Leo Bourgeault","1930-31","NYR, SEN","D","38","0","5","5","","40","0.13","","","","","0","0","","--","","--","--"
"1571428408-593","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Eddie Wiseman","1938-39","NYA","R","47","12","21","33","","8","0.70","6","12","0","0","2","1","","--","","--","--"
"1571428408-5690","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Red Green","1928-29","BOS, DCG","L","24","0","0","0","","14","--","","","","","0","0","","--","","--","--"
"1571428408-5201","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Wildor Larochelle","1928-29","MTL","R","2","0","0","0","","0","--","","","","","0","0","","--","","--","--"
"1571428408-3656","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","George Patterson","1926-27","TSP","L","17","4","2","6","","17","0.35","","","","","0","0","","--","","--","--"
"1571428408-2447","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Pete Kelly","1935-36","DET","R","48","6","8","14","","30","0.29","0","1","0","0","1","0","","--","","--","--"
"1571428408-5739","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Pete Palangio","1926-27","MTL","L","6","0","0","0","","0","--","","","","","0","0","","--","","--","--"
"1571428408-216","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Clint Smith","1938-39","NYR","C","48","21","20","41","","2","0.85","1","4","0","0","0","0","","--","","--","--"
"1571428408-4030","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Rolly Roulston","1936-37","DET","L","21","0","5","5","","10","0.24","0","0","0","0","0","0","","--","","--","--"
"1571428408-3581","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","John Mahaffy","1942-43","MTL","C","9","2","5","7","","4","0.78","0","0","0","0","0","0","","--","","--","--"
"1571428408-3630","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ted Graham","1930-31","CHI","D","42","0","7","7","","42","0.17","","","","","0","0","","--","","--","--"
"1571428408-1586","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Frank Finnigan","1931-32","TOR","R","47","8","13","21","","42","0.45","","","","","2","1","","--","","--","--"
"1571428408-4940","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Joe Papike","1941-42","CHI","R","9","1","0","1","","0","0.11","0","0","0","0","1","0","","--","","--","--"
"1571428408-454","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Frank Boucher","1927-28","NYR","C","44","23","12","35","","12","0.80","","","","","5","0","","--","","--","--"
"1571428408-4045","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Billy Coutu","1919-20","MTL","D","20","4","0","4","","65","0.20","","","","","0","0","","--","","--","--"
"1571428408-4411","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Harold Starr","1931-32","MMR","D","47","1","2","3","","51","0.06","","","","","0","1","","--","","--","--"
"1571428408-4504","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Archie Wilcox","1932-33","MMR","R","47","0","3","3","","37","0.06","","","","","0","0","","--","","--","--"
"1571428408-72","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gordie Drillon","1942-43","MTL","R","49","28","22","50","","14","1.02","2","4","0","0","3","0","","--","","--","--"
"1571428408-2248","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Harold Darragh","1926-27","PIR","L","42","12","3","15","","4","0.36","","","","","4","0","","--","","--","--"
"1571428408-798","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Aurel Joliat","1934-35","MTL","L","48","17","12","29","","18","0.60","1","3","0","0","4","1","","--","","--","--"
"1571428408-1407","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Mickey MacKay","1926-27","CHI","C","34","14","8","22","","23","0.65","","","","","4","1","","--","","--","--"
"1571428408-1602","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Howie Morenz","1935-36","CHI, NYR","C","42","6","15","21","","26","0.50","1","4","0","0","2","0","","--","","--","--"
"1571428408-1174","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Buddy O'Connor","1941-42","MTL","C","36","9","16","25","","4","0.69","0","10","0","0","2","1","","--","","--","--"
"1571428408-4714","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bobby Benson","1924-25","BOS","D","8","0","2","2","","4","0.25","","","","","0","0","","--","","--","--"
"1571428408-4155","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Sam Rothschild","1925-26","MMR","L","33","2","2","4","","8","0.12","","","","","2","0","","--","","--","--"
"1571428408-3088","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Billy Stuart","1921-22","TSP","D","24","3","7","10","","16","0.42","","","","","1","0","","--","","--","--"
"1571428408-1507","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Alex Motter","1937-38","DET","C","32","5","17","22","","6","0.69","1","1","0","0","2","0","","--","","--","--"
"1571428408-1582","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Earl Seibert","1937-38","CHI","D","48","8","13","21","","38","0.44","2","4","0","0","2","0","","--","","--","--"
"1571428408-2828","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Cully Wilson","1920-21","TSP, MTL","R","19","8","3","11","","51","0.58","","","","","0","0","","--","","--","--"
"1571428408-2563","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Joffre Desilets","1937-38","MTL","R","32","6","7","13","","6","0.41","0","0","0","0","2","0","","--","","--","--"
"1571428408-766","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Syl Apps","1939-40","TOR","C","27","13","17","30","","5","1.11","1","5","0","0","2","0","","--","","--","--"
"1571428408-4844","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Frank Sheppard","1927-28","DCG","C","9","1","0","1","","0","0.11","","","","","0","0","","--","","--","--"
"1571428408-5310","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Polly Drouin","1936-37","MTL","L","5","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1571428408-1344","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dave Trottier","1936-37","MMR","L","43","12","11","23","","33","0.53","3","4","0","0","2","0","","--","","--","--"
"1571428408-4468","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Mike Neville","1924-25","TSP","C","13","1","2","3","","4","0.23","","","","","0","0","","--","","--","--"
"1571428408-372","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Neil Colville","1937-38","NYR","C","45","18","19","37","","11","0.82","0","3","1","1","4","0","","--","","--","--"
"1571428408-571","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jimmy Ward","1932-33","MMR","R","48","16","17","33","","52","0.69","","","","","1","0","","--","","--","--"
"1571428408-3312","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Duke McCurry","1927-28","PIR","L","44","5","3","8","","62","0.18","","","","","1","0","","--","","--","--"
"1571428408-3024","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Paul Haynes","1934-35","MMR, BOS","C","41","5","5","10","","8","0.24","0","0","0","0","1","0","","--","","--","--"
"1571428408-3297","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Charley McVeigh","1928-29","NYA","C","44","6","2","8","","16","0.18","","","","","4","0","","--","","--","--"
"1571428408-3239","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Mud Bruneteau","1937-38","DET","R","24","3","6","9","","16","0.38","0","0","0","0","0","0","","--","","--","--"
"1571428408-3324","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Albert Leduc","1932-33","MTL","D","48","5","3","8","","62","0.17","","","","","1","0","","--","","--","--"
"1571428408-3547","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Earl Miller","1930-31","CHI","L","19","3","4","7","","10","0.37","","","","","1","0","","--","","--","--"
"1571428408-5335","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jack McDonald","1921-22","MTL","L","3","0","0","0","","0","--","","","","","0","0","","--","","--","--"
"1571428408-5318","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ron Hudson","1939-40","DET","C","1","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1571428408-2915","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gus Giesebrecht","1939-40","DET","C","30","4","7","11","","2","0.37","1","1","0","0","0","0","","--","","--","--"
"1571428408-2123","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Harry Hyland","1917-18","MWN, SEN","R","17","14","2","16","","65","0.94","","","","","2","0","","--","","--","--"
"1571428408-4866","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Paul Haynes","1931-32","MMR","C","12","1","0","1","","0","0.08","","","","","0","0","","--","","--","--"
"1571428408-2861","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Irwin Boyd","1942-43","BOS","R","20","6","5","11","","6","0.55","0","0","0","0","0","0","","--","","--","--"
"1571428408-5517","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Herb Gardiner","1928-29","CHI, MTL","D","12","0","0","0","","0","--","","","","","0","0","","--","","--","--"
"1571428408-1474","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Paul Thompson","1931-32","CHI","L","48","8","14","22","","38","0.46","","","","","1","0","","--","","--","--"
"1571428408-2794","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Red Dutton","1930-31","NYA","D","44","1","11","12","","71","0.27","","","","","0","0","","--","","--","--"
"1571428408-3639","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Pete Bellefeuille","1926-27","TSP, DCG","R","31","6","0","6","","24","0.19","","","","","0","0","","--","","--","--"
"1571428408-1784","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Mel Hill","1938-39","BOS","R","46","10","9","19","","16","0.41","0","0","0","0","3","0","","--","","--","--"
"1571428408-2566","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jack McDonald","1919-20","QBD","L","24","6","7","13","","4","0.54","","","","","0","0","","--","","--","--"
"1571428408-1110","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Didier Pitre","1917-18","MTL","R","20","17","8","25","","29","1.25","","","","","5","0","","--","","--","--"
"1571428408-5371","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Joe Jerwa","1931-32","BOS","D","11","0","0","0","","10","--","","","","","0","0","","--","","--","--"
"1571428408-3215","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Herb Cain","1933-34","MMR","L","30","4","5","9","","13","0.30","0","0","0","0","0","0","","--","","--","--"
"1571428408-2820","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dutch Gainor","1930-31","BOS","C","35","8","3","11","","14","0.31","","","","","2","0","","--","","--","--"
"1571428408-4050","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Peanuts O'Flaherty","1940-41","NYA","R","10","4","0","4","","0","0.40","0","0","0","0","0","0","","--","","--","--"
"1571428408-1935","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Herb Cain","1940-41","BOS","L","41","8","10","18","","6","0.44","1","1","0","0","4","1","","--","","--","--"
"1571428408-1310","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Aurel Joliat","1935-36","MTL","L","48","15","8","23","","16","0.48","4","4","0","0","3","0","","--","","--","--"
"1571428408-4743","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bob Trapp","1927-28","CHI","D","38","0","2","2","","37","0.05","","","","","0","0","","--","","--","--"
"1571428408-4865","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jack Arbour","1928-29","TOR","D","10","1","0","1","","10","0.10","","","","","0","0","","--","","--","--"
"1571428408-2012","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Lionel Conacher","1927-28","NYA","D","35","11","6","17","","82","0.49","","","","","3","0","","--","","--","--"
"1571428408-3103","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ken Reardon","1940-41","MTL","D","46","2","8","10","","41","0.22","0","1","0","1","0","0","","--","","--","--"
"1571428408-4082","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Nick Knott","1941-42","BRK","D","14","3","1","4","","9","0.29","2","2","0","0","0","1","","--","","--","--"
"1571428408-3787","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Lou Holmes","1931-32","CHI","C","41","2","4","6","","8","0.15","","","","","0","0","","--","","--","--"
"1571428408-5467","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ken Thompson","1917-18","MWN","L","1","0","0","0","","0","--","","","","","0","0","","--","","--","--"
"1571428408-972","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Charley McVeigh","1931-32","NYA","C","48","12","15","27","","16","0.56","","","","","2","2","","--","","--","--"
"1571428408-754","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bill Touhey","1930-31","SEN","L","44","15","15","30","","10","0.68","","","","","1","0","","--","","--","--"
"1571428408-2364","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Harold Darragh","1931-32","TOR","L","48","5","10","15","","6","0.31","","","","","0","0","","--","","--","--"
"1571428408-2501","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Hap Day","1935-36","TOR","D","44","1","13","14","","41","0.32","0","0","0","2","0","0","","--","","--","--"
"1571428408-2776","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bob Copp","1942-43","TOR","D","28","3","9","12","","24","0.43","0","1","0","0","1","0","","--","","--","--"
"1571428408-5504","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gord Fraser","1930-31","QUA","D","5","0","0","0","","29","--","","","","","0","0","","--","","--","--"
"1571428408-1644","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ebbie Goodfellow","1932-33","DET","C","41","12","8","20","","47","0.49","","","","","2","0","","--","","--","--"
"1571428408-3152","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Hap Emms","1930-31","NYA","L","44","5","4","9","","56","0.20","","","","","1","0","","--","","--","--"
"1571428408-2529","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","George Owen","1929-30","BOS","D","42","9","4","13","","31","0.31","","","","","2","0","","--","","--","--"
"1571428408-1793","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Wildor Larochelle","1936-37","CHI","R","43","9","10","19","","6","0.44","0","1","1","1","1","0","","--","","--","--"
"1571428408-2308","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","King Clancy","1927-28","SEN","D","39","8","7","15","","73","0.38","","","","","1","0","","--","","--","--"
"1571428408-3073","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Eddie Bush","1941-42","DET","D","18","4","6","10","","60","0.56","1","3","0","0","0","0","","--","","--","--"
"1571428408-3834","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bill Jennings","1940-41","DET","R","12","1","5","6","","2","0.50","0","2","0","0","1","0","","--","","--","--"
