web-scraper-order,web-scraper-start-url,team,season,games_played,wins,losses,ties,overtime,points,row,p_perc,goals_for,goals_against,shoot_out_wins,goalsf_per_gp,goalsa_per_gp,powerplay_perc,penalty_kill_perc,shots_per_gp,shots_against_per_gp,fow_perc
"1571322799-1494","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Kansas City Scouts","1975-76","80","12","56","12","","36","0",".225","190","351","0","2.38","4.39","--","--","27.4","36.2","--"
"1571322799-217","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Washington Capitals","1983-84","80","48","27","5","","101","0",".631","308","226","0","3.85","2.83","20.2","86.4","31.7","24.4","--"
"1571322799-484","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Carolina Hurricanes","2010-11","82","40","31","0","11","91","35",".555","231","234","5","2.82","2.85","15.9","81.3","30.7","33.2","44.6"
"1571322799-533","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Buffalo Sabres","1982-83","80","38","29","13","","89","0",".556","318","285","0","3.98","3.56","21.7","82.3","30.1","26.5","--"
"1571322799-391","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","St. Louis Blues","2017-18","82","44","32","0","6","94","41",".573","223","222","3","2.72","2.71","15.4","79.7","32.6","29.7","50.6"
"1571322799-545","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Winnipeg Jets (1979)","1986-87","80","40","32","8","","88","0",".550","279","271","0","3.49","3.39","17.3","83.6","30.7","27.5","--"
"1571322799-58","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Boston Bruins","2017-18","82","50","20","0","12","112","47",".683","267","211","3","3.26","2.57","23.5","83.7","33.0","29.3","50.7"
"1571322799-1395","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Detroit Cougars","1928-29","44","19","16","9","","47","0",".534","72","63","0","1.64","1.43","--","--","--","--","--"
"1571322799-1411","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","California Golden Seals","1970-71","78","20","53","5","","45","0",".288","199","320","0","2.55","4.10","--","--","29.1","33.8","--"
"1571322799-543","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Edmonton Oilers","2007-08","82","41","35","0","6","88","26",".537","220","247","15","2.68","3.01","16.6","84.7","26.3","31.4","50.5"
"1571322799-1228","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Islanders","1999-00","82","24","48","9","1","58","0",".354","194","275","0","2.37","3.35","14.1","80.0","26.2","33.4","47.9"
"1571322799-1453","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Nashville Predators","2012-13","48","16","23","0","9","41","14",".427","109","133","2","2.27","2.77","17.1","75.5","25.9","27.8","49.7"
"1571322799-1456","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Ottawa Senators (1917)","1928-29","44","14","17","13","","41","0",".466","54","67","0","1.23","1.52","--","--","--","--","--"
"1571322799-770","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Toronto Maple Leafs","1995-96","82","34","36","12","","80","0",".488","247","252","0","3.01","3.07","18.9","82.6","32.6","31.8","0.0"
"1571322799-805","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Chicago Blackhawks","2002-03","82","30","33","13","6","79","0",".482","207","226","0","2.52","2.76","12.7","84.8","27.8","28.6","50.0"
"1571322799-812","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Winnipeg Jets","2015-16","82","35","39","0","8","78","32",".476","212","236","3","2.59","2.88","14.8","78.4","29.6","29.5","46.7"
"1571322799-702","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Chicago Blackhawks","1977-78","80","32","29","19","","83","0",".519","230","220","0","2.88","2.75","21.0","84.4","29.2","30.9","--"
"1571322799-1393","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Rangers","1927-28","44","19","16","9","","47","0",".534","94","79","0","2.14","1.80","--","--","--","--","--"
"1571322799-908","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Carolina Hurricanes","1997-98","82","33","41","8","","74","0",".451","200","219","0","2.44","2.67","13.2","85.2","26.5","27.6","49.0"
"1571322799-502","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Calgary Flames","2009-10","82","40","32","0","10","90","37",".549","201","203","3","2.45","2.48","16.0","82.3","28.7","28.9","48.0"
"1571322799-1071","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Pittsburgh Penguins","1967-68","74","27","34","13","","67","0",".453","195","216","0","2.64","2.92","--","--","30.8","30.7","--"
"1571322799-574","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Edmonton Oilers","1999-00","82","32","26","16","8","88","0",".537","226","212","0","2.76","2.59","15.8","85.4","28.2","28.3","51.1"
"1571322799-513","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Pittsburgh Penguins","1998-99","82","38","30","14","","90","0",".549","242","225","0","2.95","2.74","17.9","81.5","25.5","26.0","49.2"
"1571322799-1517","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Quebec Nordiques","1989-90","80","12","61","7","","31","0",".194","240","407","0","3.00","5.09","18.9","74.3","28.8","34.4","0.0"
"1571322799-312","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Anaheim Ducks","2005-06","82","43","27","0","12","98","40",".598","251","222","3","3.06","2.71","18.1","83.5","31.5","29.6","50.7"
"1571322799-1140","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Vancouver Canucks","1976-77","80","25","42","13","","63","0",".394","235","294","0","2.94","3.67","--","--","27.7","31.0","--"
"1571322799-315","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Montréal Canadiens","1961-62","70","42","14","14","","98","0",".700","259","166","0","3.70","2.37","--","--","34.1","30.9","--"
"1571322799-1002","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Washington Capitals","2005-06","82","29","41","0","12","70","22",".427","230","300","7","2.80","3.66","14.7","78.9","29.8","35.1","50.4"
"1571322799-87","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Dallas Stars","1997-98","82","49","22","11","","109","0",".665","242","167","0","2.95","2.04","20.0","88.0","26.8","22.8","54.9"
"1571322799-1225","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Los Angeles Kings","1968-69","76","24","42","10","","58","0",".382","185","260","0","2.43","3.42","--","--","31.9","31.6","--"
"1571322799-329","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Philadelphia Flyers","2001-02","82","42","27","10","3","97","0",".591","234","192","0","2.85","2.34","13.0","86.3","29.8","26.1","49.9"
"1571322799-1366","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Americans","1937-38","48","19","18","11","","49","0",".510","110","111","0","2.29","2.31","--","--","--","--","--"
"1571322799-1060","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Boston Bruins","1939-40","48","31","12","5","","67","0",".698","170","98","0","3.54","2.04","--","--","--","--","--"
"1571322799-330","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Rangers","2007-08","82","42","27","0","13","97","34",".591","205","190","8","2.50","2.32","16.5","84.5","31.5","25.9","52.3"
"1571322799-346","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","San Jose Sharks","2011-12","82","43","29","0","10","96","34",".585","219","205","9","2.67","2.50","21.1","76.9","33.8","28.6","53.3"
"1571322799-945","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Islanders","2010-11","82","30","39","0","13","73","26",".445","225","258","4","2.74","3.15","17.2","83.2","29.4","32.0","50.1"
"1571322799-1041","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Rangers","2003-04","82","27","40","7","8","69","0",".421","206","250","0","2.51","3.05","14.3","79.4","29.5","29.2","51.3"
"1571322799-372","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Philadelphia Flyers","1997-98","82","42","29","11","","95","0",".579","242","193","0","2.95","2.35","17.8","86.6","28.7","25.4","54.4"
"1571322799-652","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New Jersey Devils","2015-16","82","38","36","0","8","84","36",".512","182","202","2","2.22","2.46","19.9","83.0","24.4","28.6","46.4"
"1571322799-706","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New Jersey Devils","1987-88","80","38","36","6","","82","0",".513","295","296","0","3.69","3.70","20.4","78.4","29.9","28.0","0.0"
"1571322799-634","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Philadelphia Flyers","1972-73","78","37","30","11","","85","0",".545","296","256","0","3.79","3.28","--","--","33.6","34.4","--"
"1571322799-963","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New Jersey Devils","2018-19","82","31","41","0","10","72","28",".439","219","271","3","2.67","3.30","17.7","84.3","30.3","31.6","49.3"
"1571322799-1319","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Toronto Maple Leafs","1987-88","80","21","49","10","","52","0",".325","273","345","0","3.41","4.31","15.6","77.8","30.1","34.0","0.0"
"1571322799-298","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Washington Capitals","1991-92","80","45","27","8","","98","0",".613","330","275","0","4.13","3.44","22.3","83.7","31.0","28.4","0.0"
"1571322799-1401","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Chicago Blackhawks","1956-57","70","16","39","15","","47","0",".336","169","225","0","2.41","3.21","--","--","27.4","31.6","--"
"1571322799-1050","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Rangers","1953-54","70","29","31","10","","68","0",".486","161","182","0","2.30","2.60","--","--","--","--","--"
"1571322799-1378","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New Jersey Devils","2012-13","48","19","19","0","10","48","17",".500","110","122","2","2.29","2.54","15.9","81.1","28.4","23.1","48.2"
"1571322799-83","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Pittsburgh Penguins","2013-14","82","51","24","0","7","109","44",".665","242","204","7","2.95","2.49","23.4","85.0","29.9","28.8","51.0"
"1571322799-853","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Toronto Maple Leafs","1947-48","60","32","15","13","","77","0",".642","182","143","0","3.03","2.38","--","--","--","--","--"
"1571322799-575","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Islanders","1992-93","84","40","37","7","","87","0",".518","335","297","0","3.99","3.54","21.6","79.5","31.0","29.4","0.0"
"1571322799-1226","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Los Angeles Kings","1968-69","76","24","42","10","","58","0",".382","185","260","0","2.43","3.42","--","--","31.9","31.6","--"
"1571322799-911","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Detroit Red Wings","2018-19","82","32","40","0","10","74","29",".451","224","272","3","2.73","3.32","18.1","77.1","29.2","33.7","50.8"
"1571322799-31","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Montréal Canadiens","1988-89","80","53","18","9","","115","0",".719","315","218","0","3.94","2.73","21.0","82.2","30.9","26.5","0.0"
"1571322799-1172","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Boston Bruins","1996-97","82","26","47","9","","61","0",".372","234","300","0","2.85","3.66","14.8","81.8","29.6","29.6","0.0"
"1571322799-918","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Buffalo Sabres","1991-92","80","31","37","12","","74","0",".463","289","299","0","3.61","3.74","22.5","78.5","32.5","32.3","0.0"
"1571322799-827","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Buffalo Sabres","2016-17","82","33","37","0","12","78","31",".476","199","231","2","2.43","2.82","24.5","77.6","30.4","34.3","49.6"
"1571322799-1298","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Chicago Blackhawks","1994-95","48","24","19","5","","53","0",".552","156","115","0","3.25","2.40","24.5","84.2","30.1","24.9","0.0"
"1571322799-101","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Montréal Canadiens","1971-72","78","46","16","16","","108","0",".692","307","205","0","3.94","2.63","--","--","33.6","32.1","--"
"1571322799-134","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Philadelphia Flyers","2010-11","82","47","23","0","12","106","44",".646","256","216","3","3.12","2.63","16.6","82.7","31.8","30.1","50.3"
