web-scraper-order,web-scraper-start-url,name,season,team,position,games_played,goals,assists,points,plus_minus,pim,points_per_gp,ppg,ppp,shg,shp,gwg,otg,shots,shot_perc,toi_gp,shifts_gp,fow_perc
"1573423104-546","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Claude Provost","1965-66","MTL","R","70","19","36","55","22","38","0.79","3","7","0","0","5","0","202","9.4","","--","--"
"1573423104-5784","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Les Ramsay","1944-45","CHI","L","11","2","2","4","","2","0.36","0","0","0","0","0","0","","--","","--","--"
"1573423104-3094","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gus Mortson","1952-53","CHI","D","68","5","18","23","","88","0.34","0","0","0","0","1","0","","--","","--","--"
"1573423104-6071","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Keith McCreary","1964-65","MTL","R","9","0","3","3","-1","4","0.33","0","0","0","0","0","0","12","0.0","","--","--"
"1573423104-5294","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","John Brenneman","1964-65","CHI, NYR","L","39","4","3","7","-11","8","0.18","0","0","0","0","1","0","38","10.5","","--","--"
"1573423104-7338","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Murray Hall","1965-66","DET","R","1","0","0","0","-1","0","--","0","0","0","0","0","0","0","0.0","","--","--"
"1573423104-7249","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Phil Samis","1949-50","TOR","D","2","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1573423104-5408","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Tom Reid","1968-69","CHI, MNS","D","48","0","7","7","-17","50","0.15","0","0","0","0","0","0","22","0.0","","--","--"
"1573423104-5912","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jack Evans","1959-60","CHI","D","68","0","4","4","0","60","0.06","0","0","0","0","0","0","43","0.0","","--","--"
"1573423104-1434","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Chico Maki","1964-65","CHI","R","65","16","24","40","3","58","0.62","1","7","0","0","2","0","142","11.3","","--","--"
"1573423104-1194","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Vic Stasiuk","1961-62","DET","L","59","15","28","43","1","45","0.73","4","11","0","0","3","0","127","11.8","","--","--"
"1573423104-4755","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bucko McDonald","1944-45","NYR","D","40","2","9","11","","0","0.28","1","1","0","0","0","0","","--","","--","--"
"1573423104-6261","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Murray Balfour","1957-58","MTL","R","3","1","1","2","","4","0.67","0","0","0","0","0","0","","--","","--","--"
"1573423104-4495","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Doug Jarrett","1968-69","CHI","D","69","0","13","13","7","58","0.19","0","0","0","1","0","0","116","0.0","","--","--"
"1573423104-551","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Alex Delvecchio","1966-67","DET","C","70","17","38","55","-18","10","0.79","4","21","1","1","2","0","225","7.5","","--","--"
"1573423104-4406","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Danny Lewicki","1951-52","TOR","L","51","4","9","13","","26","0.25","1","1","0","1","1","0","","--","","--","--"
"1573423104-1915","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","J.C. Tremblay","1965-66","MTL","D","60","6","29","35","16","10","0.58","2","11","0","0","1","0","125","4.8","","--","--"
"1573423104-1143","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dean Prentice","1965-66","BOS, DET","L","69","13","31","44","-23","18","0.64","3","11","1","1","2","0","165","7.9","","--","--"
"1573423104-361","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Max Bentley","1950-51","TOR","C","67","21","41","62","","34","0.93","7","29","0","0","3","0","","--","","--","--"
"1573423104-612","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ted Hampson","1967-68","DET, OAK","C","71","17","37","54","-3","14","0.76","2","12","0","0","3","0","148","11.5","","--","--"
"1573423104-83","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bronco Horvath","1959-60","BOS","C","68","39","41","80","-12","60","1.18","20","30","0","0","5","0","238","16.4","","--","--"
"1573423104-6541","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jeannot Gilbert","1964-65","BOS","C","4","0","1","1","-1","0","0.25","0","0","0","0","0","0","1","0.0","","--","--"
"1573423104-1253","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dean Prentice","1956-57","NYR","L","68","19","23","42","","38","0.62","3","5","0","1","6","0","","--","","--","--"
"1573423104-1370","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Yvan Cournoyer","1966-67","MTL","R","69","25","15","40","-11","4","0.58","20","28","0","0","7","0","130","19.2","","--","--"
"1573423104-493","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Frank Mahovlich","1965-66","TOR","L","68","32","24","56","3","68","0.82","10","17","0","0","6","0","245","13.1","","--","--"
"1573423104-7035","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ken Yackel","1958-59","BOS","R","6","0","0","0","","2","--","0","0","0","0","0","0","","--","","--","--"
"1573423104-6128","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Hy Buller","1943-44","DET","D","7","0","3","3","","4","0.43","0","0","0","0","0","0","","--","","--","--"
"1573423104-6028","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Paul Masnick","1951-52","MTL","C","15","1","2","3","","2","0.20","0","0","0","0","0","0","","--","","--","--"
"1573423104-6407","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ronnie Rowe","1947-48","NYR","C","5","1","0","1","","0","0.20","1","1","0","0","0","0","","--","","--","--"
"1573423104-4957","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Leo Boivin","1965-66","BOS, DET","D","62","0","10","10","-37","50","0.16","0","0","0","0","0","0","84","0.0","","--","--"
"1573423104-7133","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Nels Podolsky","1948-49","DET","L","1","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1573423104-6414","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Paul Shmyr","1968-69","CHI","D","3","1","0","1","-3","8","0.33","0","0","0","0","0","0","5","20.0","","--","--"
"1573423104-7454","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dallas Smith","1965-66","BOS","D","2","0","0","0","-5","2","--","0","0","0","0","0","0","4","0.0","","--","--"
"1573423104-4203","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Leo Boivin","1952-53","TOR","D","70","2","13","15","","97","0.21","0","1","1","1","0","0","","--","","--","--"
"1573423104-4706","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jimmy Thomson","1957-58","CHI","D","70","4","7","11","","75","0.16","0","0","0","0","1","0","","--","","--","--"
"1573423104-4039","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Reg Hamilton","1943-44","TOR","D","39","4","12","16","","32","0.41","0","1","0","0","0","0","","--","","--","--"
"1573423104-1971","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ab DeMarco Sr.","1943-44","BOS, NYR","C","39","14","20","34","","2","0.87","1","2","0","0","1","0","","--","","--","--"
"1573423104-1326","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bruce MacGregor","1968-69","DET","C","69","18","23","41","6","14","0.59","2","3","3","3","3","0","168","10.7","","--","--"
"1573423104-31","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jean Beliveau","1955-56","MTL","C","70","47","41","88","","143","1.26","19","39","0","1","8","0","","--","","--","--"
"1573423104-3187","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ken Reardon","1947-48","MTL","D","58","7","15","22","","129","0.38","1","7","0","0","3","0","","--","","--","--"
"1573423104-5096","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bob Turner","1959-60","MTL","D","54","0","9","9","6","40","0.17","0","0","0","1","0","0","38","0.0","","--","--"
"1573423104-5307","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Alex Kaleta","1950-51","NYR","L","58","3","4","7","","26","0.12","0","2","0","0","0","0","","--","","--","--"
"1573423104-3253","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Floyd Curry","1954-55","MTL","R","68","11","10","21","","34","0.31","2","2","3","3","3","0","","--","","--","--"
"1573423104-4927","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Allan Stanley","1948-49","NYR","D","40","2","8","10","","22","0.25","1","3","0","0","1","0","","--","","--","--"
"1573423104-1047","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Doug Mohns","1959-60","BOS","L","65","20","25","45","-6","64","0.69","4","10","0","0","5","0","136","14.7","","--","--"
"1573423104-6629","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Danny Lewicki","1953-54","TOR","L","7","0","1","1","","12","0.14","0","0","0","0","0","0","","--","","--","--"
"1573423104-3791","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Allan Stanley","1965-66","TOR","D","59","4","14","18","30","35","0.30","1","2","0","0","0","0","86","4.7","","--","--"
"1573423104-3577","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Wayne Carleton","1967-68","TOR","L","65","8","11","19","5","34","0.29","0","1","0","0","1","0","140","5.7","","--","--"
"1573423104-3940","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Allan Stanley","1964-65","TOR","D","64","2","15","17","4","30","0.27","0","1","0","1","0","0","65","3.1","","--","--"
"1573423104-2265","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Andy Bathgate","1966-67","DET","R","60","8","23","31","-15","24","0.52","0","11","0","0","1","0","157","5.1","","--","--"
"1573423104-164","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gordie Howe","1959-60","DET","R","70","28","45","73","16","46","1.04","5","22","2","3","5","0","354","7.9","","--","--"
"1573423104-7067","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bob Blackburn","1968-69","NYR","D","11","0","0","0","4","0","--","0","0","0","0","0","0","6","0.0","","--","--"
"1573423104-7139","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ellard O'Brien","1955-56","BOS","D","2","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1573423104-4489","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dollard St. Laurent","1961-62","CHI","D","64","0","13","13","9","44","0.20","0","0","0","1","0","0","94","0.0","","--","--"
"1573423104-3902","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ralph Nattrass","1947-48","CHI","D","60","5","12","17","","79","0.28","1","1","0","0","0","0","","--","","--","--"
"1573423104-2551","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Johnny Wilson","1958-59","DET","L","70","11","17","28","","18","0.40","4","7","0","0","2","0","","--","","--","--"
"1573423104-399","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Camille Henry","1962-63","NYR","C","60","37","23","60","-9","8","1.00","13","20","0","0","2","0","139","26.6","","--","--"
"1573423104-7711","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Barry Cullen","1955-56","TOR","R","3","0","0","0","","4","--","0","0","0","0","0","0","","--","","--","--"
"1573423104-6048","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Tony Leswick","1957-58","DET","L","22","1","2","3","","2","0.14","0","0","0","0","0","0","","--","","--","--"
"1573423104-2586","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dallas Smith","1968-69","BOS","D","75","4","24","28","44","74","0.37","0","1","1","1","0","0","133","3.0","","--","--"
"1573423104-6812","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Rod Gilbert","1960-61","NYR","R","1","0","1","1","1","2","1.00","0","0","0","0","0","0","3","0.0","","--","--"
"1573423104-7489","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dwight Carruthers","1965-66","DET","D","1","0","0","0","-1","0","--","0","0","0","0","0","0","0","0.0","","--","--"
"1573423104-312","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dickie Moore","1959-60","MTL","L","62","22","42","64","27","54","1.03","10","24","0","0","2","0","176","12.5","","--","--"
"1573423104-1562","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Doug Harvey","1962-63","NYR","D","68","4","35","39","-1","92","0.57","0","11","1","2","1","0","65","6.2","","--","--"
"1573423104-414","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Johnny Bucyk","1958-59","BOS","L","69","24","36","60","","36","0.87","2","13","0","0","6","0","","--","","--","--"
"1573423104-1240","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","John Ferguson","1966-67","MTL","L","67","20","22","42","-1","177","0.63","5","9","0","0","2","0","150","13.3","","--","--"
"1573423104-7580","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Arnie Brown","1963-64","TOR","D","4","0","0","0","-2","6","--","0","0","0","0","0","0","1","0.0","","--","--"
"1573423104-5381","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ray Gariepy","1953-54","BOS","D","35","1","6","7","","39","0.20","0","0","0","0","0","0","","--","","--","--"
"1573423104-7176","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ike Hildebrand","1954-55","CHI","R","3","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1573423104-5502","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dickie Moore","1964-65","TOR","L","38","2","4","6","-5","68","0.16","0","2","0","0","0","0","30","6.7","","--","--"
"1573423104-6851","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gary Dornhoefer","1965-66","BOS","R","10","0","1","1","-2","2","0.10","0","0","0","0","0","0","3","0.0","","--","--"
"1573423104-2241","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bobby Orr","1967-68","BOS","D","46","11","20","31","28","63","0.67","3","11","0","0","1","0","173","6.3","","--","--"
"1573423104-1987","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Earl Ingarfield","1966-67","NYR","C","67","12","22","34","-14","10","0.51","0","2","1","1","3","0","159","7.5","","--","--"
"1573423104-4636","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dick Mattiussi","1968-69","PIT, OAK","D","36","1","11","12","1","30","0.33","0","0","0","0","0","0","27","3.7","","--","--"
"1573423104-673","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Johnny Peirson","1949-50","BOS","R","57","27","25","52","","49","0.91","4","8","0","0","5","0","","--","","--","--"
"1573423104-60","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Andy Bathgate","1961-62","NYR","R","70","28","56","84","3","44","1.20","4","25","0","0","4","0","305","9.2","","--","--"
"1573423104-1944","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Pat Lundy","1946-47","DET","C","59","17","17","34","","10","0.58","3","4","0","0","3","0","","--","","--","--"
"1573423104-4174","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Aut Erickson","1967-68","OAK","D","65","4","11","15","-18","46","0.23","0","2","0","0","0","0","67","6.0","","--","--"
"1573423104-4579","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bill Masterton","1967-68","MNS","C","38","4","8","12","-2","4","0.32","2","4","0","0","0","0","83","4.8","","--","--"
"1573423104-5016","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ralph Nattrass","1946-47","CHI","D","35","4","5","9","","34","0.26","0","2","0","0","1","0","","--","","--","--"
"1573423104-4598","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bob McCord","1967-68","DET, MNS","D","73","3","9","12","-13","41","0.16","0","1","0","1","0","0","97","3.1","","--","--"
"1573423104-7335","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Fred Sasakamoose","1953-54","CHI","C","11","0","0","0","","6","--","0","0","0","0","0","0","","--","","--","--"
"1573423104-6002","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gilles Dube","1949-50","MTL","L","12","1","2","3","","2","0.25","0","0","0","0","0","0","","--","","--","--"
"1573423104-5950","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Steve Hrymnak","1951-52","CHI","D","18","2","1","3","","4","0.17","0","0","0","0","0","0","","--","","--","--"
"1573423104-4695","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gary Bergman","1964-65","DET","D","58","4","7","11","4","85","0.19","0","0","0","0","2","0","59","6.8","","--","--"
"1573423104-6584","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Frank Bennett","1943-44","DET","L","7","0","1","1","","2","0.14","0","0","0","0","0","0","","--","","--","--"
"1573423104-5688","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jack Lancien","1949-50","NYR","D","43","1","4","5","","27","0.12","0","0","0","0","1","0","","--","","--","--"
"1573423104-7146","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Claude Laforge","1964-65","DET","L","1","0","0","0","0","2","--","0","0","0","0","0","0","1","0.0","","--","--"
"1573423104-6322","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jean Gauthier","1968-69","BOS","D","11","0","2","2","-1","8","0.18","0","1","0","0","0","0","10","0.0","","--","--"
"1573423104-7620","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Lou Marcon","1962-63","DET","D","1","0","0","0","1","0","--","0","0","0","0","0","0","1","0.0","","--","--"
"1573423104-7599","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Francis Kane","1943-44","DET","D","2","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1573423104-529","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Frank Mahovlich","1963-64","TOR","L","70","26","29","55","8","66","0.79","6","15","0","0","4","0","205","12.7","","--","--"
"1573423104-7279","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Hugh Bolton","1949-50","TOR","D","2","0","0","0","","2","--","0","0","0","0","0","0","","--","","--","--"
"1573423104-5879","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ken Kilrea","1943-44","DET","L","14","1","3","4","","0","0.29","0","0","0","0","0","0","","--","","--","--"
"1573423104-226","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Art Jackson","1943-44","BOS","C","49","28","41","69","","8","1.41","1","3","1","2","2","0","","--","","--","--"
"1573423104-3678","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ron Murphy","1965-66","DET, BOS","L","34","10","8","18","4","10","0.53","2","2","0","0","1","0","72","13.9","","--","--"
"1573423104-6255","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","John Quilty","1946-47","MTL","C","3","1","1","2","","0","0.67","1","1","0","0","0","0","","--","","--","--"
"1573423104-114","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gordie Howe","1961-62","DET","R","70","33","44","77","12","54","1.10","10","23","2","3","7","0","346","9.5","","--","--"
