web-scraper-order,web-scraper-start-url,name,season,team,position,games_played,goals,assists,points,plus_minus,pim,points_per_gp,ppg,ppp,shg,shp,gwg,otg,shots,shot_perc,toi_gp,shifts_gp,fow_perc
"1573423104-7707","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Mike Corrigan","1967-68","LAK","L","5","0","0","0","-2","2","--","0","0","0","0","0","0","5","0.0","","--","--"
"1573423104-4017","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ken Mosdell","1951-52","MTL","C","44","5","11","16","","19","0.36","0","1","1","1","0","0","","--","","--","--"
"1573423104-1051","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Billy Reay","1949-50","MTL","C","68","19","26","45","","48","0.66","6","13","0","0","3","0","","--","","--","--"
"1573423104-1521","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bruce MacGregor","1967-68","DET","C","71","15","24","39","-19","13","0.55","1","6","0","0","0","0","165","9.1","","--","--"
"1573423104-1154","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Eddie Shack","1965-66","TOR","L","63","26","17","43","11","88","0.68","2","6","0","0","6","0","179","14.5","","--","--"
"1573423104-77","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Andy Bathgate","1962-63","NYR","R","70","35","46","81","-5","54","1.16","5","23","0","0","2","0","268","13.1","","--","--"
"1573423104-7235","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Larry Kwong","1947-48","NYR","R","1","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1573423104-3009","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Andre Pronovost","1961-62","BOS","L","70","15","8","23","-33","74","0.33","2","2","0","0","1","0","131","11.5","","--","--"
"1573423104-5532","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Marc Reaume","1958-59","TOR","D","51","1","5","6","","67","0.12","0","0","0","1","1","0","","--","","--","--"
"1573423104-2518","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jim Pappin","1967-68","TOR","R","58","13","15","28","0","37","0.48","2","9","0","0","1","0","117","11.1","","--","--"
"1573423104-1997","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Tod Sloan","1960-61","CHI","C","67","11","23","34","13","48","0.51","3","10","0","0","1","0","109","10.1","","--","--"
"1573423104-1848","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Pit Martin","1967-68","CHI","C","63","16","19","35","10","36","0.56","0","1","0","0","2","0","118","13.6","","--","--"
"1573423104-3312","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Leo Boivin","1958-59","BOS","D","70","5","16","21","","94","0.30","0","2","0","2","0","0","","--","","--","--"
"1573423104-87","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Elmer Lach","1944-45","MTL","C","50","26","54","80","","37","1.60","3","15","0","0","5","0","","--","","--","--"
"1573423104-2019","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Val Fonteyne","1967-68","PIT","L","69","6","28","34","-11","0","0.49","0","2","0","0","2","0","115","5.2","","--","--"
"1573423104-3618","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Allan Stanley","1951-52","NYR","D","50","5","14","19","","52","0.38","0","3","0","0","0","0","","--","","--","--"
"1573423104-7909","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jim Johnson","1966-67","NYR","C","2","0","0","0","0","0","--","0","0","0","0","0","0","1","0.0","","--","--"
"1573423104-3964","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Joe Klukay","1954-55","BOS, TOR","L","66","8","8","16","","48","0.24","0","0","0","0","1","0","","--","","--","--"
"1573423104-5220","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Grant Warwick","1949-50","MTL","R","26","2","6","8","","19","0.31","0","1","0","0","0","0","","--","","--","--"
"1573423104-883","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Murray Balfour","1960-61","CHI","R","70","21","27","48","6","123","0.69","7","10","0","0","2","0","168","12.5","","--","--"
"1573423104-1728","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bert Olmstead","1957-58","MTL","L","57","9","28","37","","69","0.65","3","12","0","0","2","0","","--","","--","--"
"1573423104-4733","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Lou Fontinato","1957-58","NYR","D","70","3","8","11","","152","0.16","1","1","0","0","0","0","","--","","--","--"
"1573423104-660","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Henri Richard","1963-64","MTL","C","66","14","39","53","10","73","0.80","1","5","0","0","1","0","258","5.4","","--","--"
"1573423104-5917","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Pete Goegan","1959-60","DET","D","21","3","0","3","-4","6","0.14","0","0","0","0","0","0","28","10.7","","--","--"
"1573423104-6153","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Murray Hall","1963-64","CHI","R","23","2","0","2","-1","0","0.09","0","0","0","0","0","0","19","10.5","","--","--"
"1573423104-2776","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Paul Masnick","1953-54","MTL","C","50","5","21","26","","57","0.52","0","2","0","0","1","0","","--","","--","--"
"1573423104-2128","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Eric Nesterenko","1968-69","CHI","R","72","15","17","32","5","29","0.44","1","4","3","4","1","0","90","16.7","","--","--"
"1573423104-85","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Henri Richard","1957-58","MTL","C","67","28","52","80","","58","1.19","6","20","0","0","3","0","","--","","--","--"
"1573423104-1271","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Glen Skov","1956-57","CHI","C","67","14","28","42","","69","0.63","4","10","0","0","1","0","","--","","--","--"
"1573423104-3942","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Allan Stanley","1964-65","TOR","D","64","2","15","17","4","30","0.27","0","1","0","1","0","0","65","3.1","","--","--"
"1573423104-3469","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Marc Reaume","1956-57","TOR","D","63","6","14","20","","81","0.32","1","8","0","0","0","0","","--","","--","--"
"1573423104-5512","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dave Amadio","1968-69","LAK","D","66","1","5","6","-22","60","0.09","1","1","0","0","1","0","74","1.4","","--","--"
"1573423104-5930","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bud MacPherson","1951-52","MTL","D","54","2","1","3","","24","0.06","0","0","0","0","0","0","","--","","--","--"
"1573423104-6606","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Earl Balfour","1953-54","TOR","L","17","0","1","1","","6","0.06","0","0","0","0","0","0","","--","","--","--"
"1573423104-2493","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Harry Watson","1953-54","TOR","L","70","21","7","28","","30","0.40","4","6","0","0","4","0","","--","","--","--"
"1573423104-5590","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Lou Jankowski","1954-55","CHI","C","40","3","2","5","","8","0.13","0","0","0","0","0","0","","--","","--","--"
"1573423104-4476","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Al Langlois","1964-65","DET","D","66","1","12","13","21","107","0.20","0","1","1","1","0","0","78","1.3","","--","--"
"1573423104-882","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Murray Balfour","1960-61","CHI","R","70","21","27","48","6","123","0.69","7","10","0","0","2","0","168","12.5","","--","--"
"1573423104-7744","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Fern Perreault","1947-48","NYR","L","2","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1573423104-4040","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Reg Hamilton","1943-44","TOR","D","39","4","12","16","","32","0.41","0","1","0","0","0","0","","--","","--","--"
"1573423104-4254","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Tim Ecclestone","1967-68","STL","L","50","6","8","14","1","16","0.28","3","3","0","0","0","0","99","6.1","","--","--"
"1573423104-5473","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Earl Balfour","1960-61","CHI","L","68","3","3","6","6","4","0.09","0","0","2","3","0","0","62","4.8","","--","--"
"1573423104-594","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ab DeMarco Sr.","1944-45","NYR","C","50","24","30","54","","10","1.08","2","9","0","0","2","0","","--","","--","--"
"1573423104-1606","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Claude Provost","1958-59","MTL","R","69","16","22","38","","37","0.55","0","1","1","1","4","0","","--","","--","--"
"1573423104-7014","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Willie Marshall","1952-53","TOR","C","2","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1573423104-4705","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Val Fonteyne","1959-60","DET","L","69","4","7","11","-11","2","0.16","1","1","0","0","1","0","88","4.5","","--","--"
"1573423104-5890","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Doug McCaig","1949-50","CHI","D","62","0","4","4","","49","0.06","0","0","0","0","0","0","","--","","--","--"
"1573423104-1792","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ab McDonald","1958-59","MTL","L","69","13","23","36","","35","0.52","2","4","0","0","1","0","","--","","--","--"
"1573423104-4828","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Val Fonteyne","1961-62","DET","L","70","5","5","10","-12","4","0.14","0","0","0","0","1","0","91","5.5","","--","--"
"1573423104-2301","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Eric Nesterenko","1954-55","TOR","R","62","15","15","30","","99","0.48","2","5","2","2","3","0","","--","","--","--"
"1573423104-992","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Earl Ingarfield","1968-69","PIT, OAK","C","66","16","30","46","-19","12","0.70","6","11","0","1","0","0","131","12.2","","--","--"
"1573423104-204","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Norm Ullman","1960-61","DET","C","70","28","42","70","13","34","1.00","5","12","0","3","5","0","205","13.7","","--","--"
"1573423104-1913","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bert Olmstead","1951-52","MTL","L","69","7","28","35","","49","0.51","1","10","0","0","1","0","","--","","--","--"
"1573423104-1761","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Marcel Bonin","1954-55","DET","L","69","16","20","36","","53","0.52","2","4","0","0","2","0","","--","","--","--"
"1573423104-6043","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bill Juzda","1948-49","TOR","D","38","1","2","3","","23","0.08","0","1","0","0","1","0","","--","","--","--"
"1573423104-4088","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Terry Harper","1966-67","MTL","D","56","0","16","16","21","99","0.29","0","0","0","0","0","0","44","0.0","","--","--"
"1573423104-1502","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Reg Sinclair","1950-51","NYR","R","70","18","21","39","","70","0.56","4","7","1","1","2","0","","--","","--","--"
"1573423104-2904","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jean-Guy Talbot","1962-63","MTL","D","70","3","22","25","27","51","0.36","0","4","0","1","1","0","93","3.2","","--","--"
"1573423104-3528","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Doug Roberts","1968-69","OAK","R","76","1","19","20","-15","79","0.26","0","5","0","1","0","0","115","0.9","","--","--"
"1573423104-2516","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ralph Backstrom","1959-60","MTL","C","64","13","15","28","-2","24","0.44","1","2","0","0","2","0","130","10.0","","--","--"
"1573423104-3314","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Leo Reise Jr.","1950-51","DET","D","68","5","16","21","","65","0.31","0","2","0","0","0","0","","--","","--","--"
"1573423104-7460","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Fred Burchell","1950-51","MTL","C","2","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1573423104-4107","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Rod Morrison","1947-48","DET","R","34","8","7","15","","4","0.44","0","0","0","0","2","0","","--","","--","--"
"1573423104-4432","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Leo Boivin","1964-65","BOS","D","67","3","10","13","-17","68","0.19","0","2","0","1","1","0","122","2.5","","--","--"
"1573423104-5","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bobby Hull","1968-69","CHI","L","74","58","49","107","12","48","1.45","20","36","2","2","11","0","414","14.0","","--","--"
"1573423104-1343","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Charlie Burns","1960-61","BOS","C","62","15","26","41","-19","16","0.66","0","1","4","5","2","0","182","8.2","","--","--"
"1573423104-4552","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Marty Pavelich","1947-48","DET","L","41","4","8","12","","10","0.29","0","2","0","0","1","0","","--","","--","--"
"1573423104-491","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Camille Henry","1957-58","NYR","C","70","32","24","56","","0","0.80","19","31","0","0","5","0","","--","","--","--"
"1573423104-6986","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Leon Rochefort","1960-61","NYR","R","1","0","0","0","0","0","--","0","0","0","0","0","0","0","0.0","","--","--"
"1573423104-1410","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Doug Bentley","1945-46","CHI","L","36","19","21","40","","16","1.11","5","11","0","0","2","0","","--","","--","--"
"1573423104-5378","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Leo Boivin","1953-54","TOR","D","58","1","6","7","","83","0.12","0","1","0","1","0","0","","--","","--","--"
"1573423104-3342","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Joe Cooper","1944-45","CHI","D","50","4","17","21","","50","0.42","0","4","0","0","0","0","","--","","--","--"
"1573423104-1535","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Larry Popein","1955-56","NYR","C","64","14","25","39","","37","0.61","0","0","0","0","0","0","","--","","--","--"
"1573423104-165","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gordie Howe","1963-64","DET","R","69","26","47","73","-10","70","1.06","12","29","1","1","3","0","345","7.5","","--","--"
"1573423104-1587","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Johnny Peirson","1950-51","BOS","R","70","19","19","38","","43","0.54","6","11","0","0","2","0","","--","","--","--"
"1573423104-4827","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Val Fonteyne","1961-62","DET","L","70","5","5","10","-12","4","0.14","0","0","0","0","1","0","91","5.5","","--","--"
"1573423104-1029","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Billy Reay","1948-49","MTL","C","60","22","23","45","","33","0.75","7","14","0","1","5","0","","--","","--","--"
"1573423104-1465","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dean Prentice","1963-64","BOS","L","70","23","16","39","-7","37","0.56","5","7","1","1","3","0","205","11.2","","--","--"
"1573423104-6084","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Larry Hillman","1955-56","DET","D","47","0","3","3","","53","0.06","0","0","0","0","0","0","","--","","--","--"
"1573423104-7354","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ed Kryzanowski","1952-53","CHI","D","5","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1573423104-6298","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Tommy Dewar","1943-44","NYR","D","9","0","2","2","","4","0.22","0","0","0","0","0","0","","--","","--","--"
"1573423104-3735","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Tom Johnson","1953-54","MTL","D","70","7","11","18","","85","0.26","2","4","0","0","2","0","","--","","--","--"
"1573423104-5661","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ed Sandford","1949-50","BOS","L","19","1","4","5","","6","0.26","1","1","0","0","0","0","","--","","--","--"
"1573423104-7073","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Murray Hall","1961-62","CHI","R","2","0","0","0","-1","0","--","0","0","0","0","0","0","1","0.0","","--","--"
"1573423104-5490","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bill Moe","1944-45","NYR","D","35","2","4","6","","14","0.17","0","0","0","0","0","0","","--","","--","--"
"1573423104-2697","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Keith McCreary","1967-68","PIT","R","70","14","12","26","-3","44","0.37","0","1","0","0","1","0","133","10.5","","--","--"
"1573423104-5959","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Len Ronson","1960-61","NYR","L","13","2","1","3","-3","10","0.23","0","0","0","0","2","0","19","10.5","","--","--"
"1573423104-6955","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bob Wall","1964-65","DET","D","1","0","0","0","0","0","--","0","0","0","0","0","0","0","0.0","","--","--"
"1573423104-376","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Rod Gilbert","1964-65","NYR","R","70","25","36","61","-23","54","0.87","10","24","0","0","3","0","238","10.5","","--","--"
"1573423104-1211","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Paul Meger","1951-52","MTL","L","69","24","18","42","","44","0.61","1","5","1","1","2","0","","--","","--","--"
"1573423104-81","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bobby Hull","1966-67","CHI","L","66","52","28","80","28","52","1.21","18","23","2","3","3","0","320","16.3","","--","--"
"1573423104-1025","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Sid Smith","1949-50","TOR","L","68","22","23","45","","6","0.66","6","9","0","0","3","0","","--","","--","--"
"1573423104-1457","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Red Sullivan","1960-61","NYR","C","70","9","31","40","-5","64","0.57","3","10","0","2","1","0","151","6.0","","--","--"
"1573423104-4838","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gerry Plamondon","1948-49","MTL","L","27","5","5","10","","8","0.37","1","2","0","0","2","0","","--","","--","--"
"1573423104-5440","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jack McGill","1944-45","BOS","C","14","4","2","6","","0","0.43","0","0","0","0","1","0","","--","","--","--"
"1573423104-4386","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Roger Leger","1948-49","MTL","D","28","6","7","13","","10","0.46","2","4","0","0","2","0","","--","","--","--"
"1573423104-5794","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Max McNab","1947-48","DET","C","12","2","2","4","","2","0.33","0","0","0","0","1","0","","--","","--","--"
"1573423104-3388","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Pat Hannigan","1960-61","NYR","L","53","11","9","20","1","24","0.38","0","0","0","0","0","0","67","16.4","","--","--"
